time,id,station,address,latitude,longitude,location,status,lot,bike,empty,weather,temp,pressure,humidity,wind
2015/9/14 02:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,19,10,Rain,298.45,1014,73,5.1
2015/9/14 03:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,20,9,Rain,298.26,1014,83,4.1
2015/9/14 04:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,21,8,Rain,298.03,1013,73,6.2
2015/9/14 05:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,21,8,Rain,297.83,1014,88,3.6
2015/9/14 06:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,22,7,Rain,297.84,1013,78,4.1
2015/9/14 07:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,24,5,Rain,298.42,1014,88,5.1
2015/9/14 08:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,7,22,Rain,301.98,1014,94,4.1
2015/9/14 09:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,18,12,Rain,301.8,1014,88,5.7
2015/9/14 10:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,1,29,Rain,305.42,1015,88,6.7
2015/9/14 11:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,6,24,Rain,306.35,1015,88,5.7
2015/9/14 12:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,5,25,No Rain,308.24,1014,78,6.2
2015/9/14 13:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,14,16,Rain,308.96,1013,78,6.7
2015/9/14 14:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,11,19,No Rain,307.19,1012,74,8.2
2015/9/14 15:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,20,9,No Rain,306.36,1011,62,8.7
2015/9/14 16:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,10,19,No Rain,306.39,1011,58,8.2
2015/9/14 17:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,26,4,No Rain,305.1,1011,66,7.7
2015/9/14 18:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,2,28,No Rain,301.61,1011,74,7.2
2015/9/14 19:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,9,21,No Rain,300.83,1012,74,6.7
2015/9/14 20:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,17,13,No Rain,300.38,1012,74,5.7
2015/9/14 21:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,7,23,No Rain,300.17,1013,78,6.2
2015/9/14 22:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,11,19,No Rain,299.61,1013,83,6.7
2015/9/14 23:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,7,23,No Rain,299.61,1013,83,6.7
2015/9/15 00:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,23,7,No Rain,299.42,1013,78,5.7
2015/9/15 01:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,12,18,No Rain,299.17,1012,78,4.1
2015/9/15 02:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,17,13,No Rain,299.06,1011,78,3.6
2015/9/15 03:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,18,12,No Rain,298.84,1011,78,3.6
2015/9/15 04:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,22,8,No Rain,298.44,1011,83,2.1
2015/9/15 05:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,21,9,No Rain,298.88,1012,83,1.5
2015/9/15 06:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,21,9,No Rain,298.88,1012,83,1.5
2015/9/15 07:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,10,20,No Rain,299.41,1012,88,2.6
2015/9/15 08:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,14,16,No Rain,301.99,1012,83,2.6
2015/9/15 09:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,30,No Rain,305.54,1012,78,2.1
2015/9/15 10:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,2,28,No Rain,304.32,1012,70,0.5
2015/9/15 11:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,11,18,No Rain,310.16,1013,62,1.5
2015/9/15 12:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,10,19,No Rain,305.75,1012,55,1
2015/9/15 13:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,29,No Rain,305.87,1012,49,2.1
2015/9/15 14:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,6,24,Rain,308.66,1011,59,5.7
2015/9/15 15:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,1,29,No Rain,308.46,1010,66,5.7
2015/9/15 16:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,30,No Rain,305.69,1010,62,6.2
2015/9/15 17:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,4,26,No Rain,304.26,1010,66,6.2
2015/9/15 18:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,13,17,Rain,304.35,1010,66,5.7
2015/9/15 19:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,12,18,Rain,300.66,1011,74,5.1
2015/9/15 20:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,29,0,Rain,300.13,1011,78,4.6
2015/9/15 21:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,5,24,No Rain,299.93,1011,78,4.6
2015/9/15 22:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,21,8,No Rain,299.64,1012,83,5.1
2015/9/15 23:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,15,14,Rain,299.52,1012,83,3.6
2015/9/16 00:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,19,10,Rain,299.73,1011,83,4.1
2015/9/16 01:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,10,19,No Rain,299.19,1011,88,2.6
2015/9/16 02:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,12,18,No Rain,299.75,1012,83,2.1
2015/9/16 03:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,12,17,No Rain,299.64,1011,78,0.5
2015/9/16 04:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,18,11,Rain,299.33,1011,88,3.1
2015/9/16 05:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,17,12,Rain,299.01,1011,94,3.6
2015/9/16 06:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,17,12,Rain,299.06,1011,83,4.6
2015/9/16 07:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,15,14,Rain,299.24,1012,88,7.7
2015/9/16 08:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,11,18,Rain,300.76,1013,88,2.6
2015/9/16 09:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,30,Rain,301.59,1013,94,3.1
2015/9/16 10:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,30,Rain,301.69,1014,83,2.6
2015/9/16 11:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,5,24,No Rain,302.64,1014,69,7.2
2015/9/16 12:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,4,25,Rain,304.25,1014,74,5.1
2015/9/16 13:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,2,27,No Rain,305.63,1013,70,7.2
2015/9/16 14:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,14,16,No Rain,305.26,1012,66,6.7
2015/9/16 15:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,8,22,No Rain,304.01,1011,62,7.7
2015/9/16 16:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,7,23,No Rain,302.48,1011,66,6.7
2015/9/16 17:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,12,18,No Rain,301.59,1011,69,7.2
2015/9/16 18:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,7,22,No Rain,300.5,1012,74,7.2
2015/9/16 19:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,29,No Rain,300.08,1012,78,6.7
2015/9/16 20:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,11,17,No Rain,299.89,1013,83,5.7
2015/9/16 21:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,1,28,Rain,299.18,1014,78,5.1
2015/9/16 22:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,17,12,Rain,298.97,1014,78,4.1
2015/9/16 23:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,16,14,No Rain,298.79,1014,78,5.1
2015/9/17 00:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,16,14,No Rain,298.56,1014,78,4.6
2015/9/17 01:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,24,6,No Rain,298.15,1014,78,2.6
2015/9/17 02:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,24,6,No Rain,298.36,1014,78,2.6
2015/9/17 03:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,25,5,No Rain,298.15,1014,83,2.6
2015/9/17 04:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,25,5,No Rain,298.15,1014,83,3.1
2015/9/17 05:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,23,7,No Rain,298.04,1014,78,3.1
2015/9/17 06:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,19,11,No Rain,298.05,1015,78,4.6
2015/9/17 07:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,6,24,No Rain,300.62,1015,78,3.6
2015/9/17 08:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,1,29,No Rain,303.04,1016,74,4.6
2015/9/17 09:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,9,21,No Rain,303.93,1016,61,3.1
2015/9/17 10:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,30,No Rain,304.6,1016,51,2.6
2015/9/17 11:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,25,5,No Rain,306.72,1016,48,3.1
2015/9/17 12:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,24,6,No Rain,305.73,1016,48,6.7
2015/9/17 13:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,20,10,No Rain,306.05,1015,54,6.7
2015/9/17 14:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,20,10,No Rain,304.31,1015,58,6.7
2015/9/17 15:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,10,20,No Rain,303.98,1014,58,6.7
2015/9/17 16:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,24,6,No Rain,302.82,1014,61,7.2
2015/9/17 17:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,29,1,No Rain,301.62,1014,65,7.7
2015/9/17 18:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,15,15,No Rain,300.1,1015,69,5.7
2015/9/17 19:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,10,20,No Rain,299.02,1016,73,4.1
2015/9/17 20:21,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,17,13,No Rain,298.8,1016,73,4.1
2015/9/17 21:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,16,14,No Rain,298.4,1016,73,5.1
2015/9/17 22:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,25,5,No Rain,298.38,1017,69,3.6
2015/9/17 23:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,18,12,No Rain,297.77,1017,73,4.1
2015/9/18 00:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,3,27,No Rain,297.45,1017,73,3.6
2015/9/18 01:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,3,27,No Rain,297.64,1016,78,3.6
2015/9/18 02:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,8,22,No Rain,297.44,1015,78,3.1
2015/9/18 03:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,14,16,No Rain,297.23,1015,78,3.6
2015/9/18 04:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,14,16,No Rain,296.54,1015,78,2.1
2015/9/18 05:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,18,12,No Rain,296.34,1015,83,2.1
2015/9/18 06:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,13,17,No Rain,297.12,1015,83,2.1
2015/9/18 07:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,14,16,No Rain,297.12,1015,83,2.1
2015/9/18 08:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,30,No Rain,300.54,1016,83,2.1
2015/9/18 09:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,30,No Rain,303.07,1016,73,2.6
2015/9/18 10:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,29,No Rain,303.76,1017,61,3.1
2015/9/18 11:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,2,28,No Rain,305.25,1016,54,5.1
2015/9/18 12:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,2,28,No Rain,305.9,1016,45,6.2
2015/9/18 13:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,30,No Rain,306.47,1015,42,5.7
2015/9/18 14:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,5,25,No Rain,306.1,1015,42,6.7
2015/9/18 15:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,8,22,No Rain,304.96,1014,42,6.7
2015/9/18 16:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,6,24,No Rain,303.67,1014,51,7.7
2015/9/18 17:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,3,27,No Rain,302.8,1013,48,8.2
2015/9/18 18:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,2,28,No Rain,301.16,1014,57,7.2
2015/9/18 19:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,21,9,No Rain,299.41,1014,61,6.2
2015/9/18 20:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,11,18,No Rain,298.79,1014,69,5.7
2015/9/18 21:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,0,30,No Rain,298.4,1015,69,4.6
2015/9/18 22:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,20,10,No Rain,297.43,1015,69,4.1
2015/9/18 23:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,24,6,No Rain,297.21,1015,78,3.1
2015/9/19 00:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,7,23,No Rain,296.94,1015,69,3.6
2015/9/19 01:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,9,21,No Rain,296.76,1014,78,2.6
2015/9/19 02:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,16,14,No Rain,296.32,1014,78,2.6
2015/9/19 03:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,27,3,No Rain,296.55,1014,78,2.1
2015/9/19 04:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,23,7,No Rain,296.12,1014,83,2.6
2015/9/19 05:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,17,13,No Rain,295.7,1013,88,2.1
2015/9/19 06:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,16,14,No Rain,295.7,1013,83,2.1
2015/9/19 07:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,7,23,No Rain,296.56,1013,83,2.6
2015/9/19 08:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,28,2,No Rain,300.53,1014,83,3.1
2015/9/19 09:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,23,7,No Rain,302.38,1014,73,2.6
2015/9/19 10:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,24,6,No Rain,303.19,1014,61,3.6
2015/9/19 11:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,5,25,No Rain,304.31,1014,54,5.7
2015/9/19 12:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,10,20,Rain,305.74,1013,51,5.7
2015/9/19 13:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,3,27,No Rain,306.09,1012,45,6.2
2015/9/19 14:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,5,25,No Rain,307.07,1012,43,7.2
2015/9/19 15:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,8,22,No Rain,305.18,1011,45,6.7
2015/9/19 16:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,5,25,No Rain,304.45,1010,45,8.2
2015/9/19 17:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,2,28,No Rain,302.64,1010,48,8.2
2015/9/19 18:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,15,15,No Rain,301.16,1011,54,6.7
2015/9/19 19:23,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,2,28,No Rain,299.97,1011,57,7.2
2015/9/19 20:25,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,1,29,No Rain,299.25,1011,65,5.7
2015/9/19 21:25,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,8,22,No Rain,299.02,1012,65,6.2
2015/9/19 22:25,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,30,0,No Rain,298.42,1012,69,5.1
2015/9/19 23:25,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,29,1,No Rain,298.61,1012,65,4.6
2015/9/20 00:25,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,16,14,No Rain,298.26,1012,73,5.7
2015/9/20 01:25,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,13,17,No Rain,298.45,1012,69,4.6
2015/9/20 02:25,32,MRT Liuzhangli Sta.,The outside of the MRT exit and the side of Heping E. Rd.,25.023884,121.553161,Daan Dist.,1,30,19,11,No Rain,298.66,1011,65,3.6
